0	1	2
29372014	28649302	2
29372014	28696531	2
29372014	29029837	2
29372014	29160557	2
29372014	29201287	2
29372014	29210054	2
29372014	29372010	2
29372014	29377849	2
29372014	29421372	2
29372014	29451956	2
29372014	29577450	2
29372014	29707169	2
29372014	19031486	1
29372014	19676110	1
29372014	19795402	1
29372014	23382032	1
29372014	23815109	1
29372014	24894802	1
29372014	25994023	1
29372014	26011396	1
29372014	26270934	1
29372014	26342916	1
29372014	26401293	1
29372014	26554331	1
29372014	27677648	1
29372014	27736138	1
29372014	27797567	1
29372014	27989268	1
29372014	28194719	1
29372014	28763159	1
29372014	28820616	1
29372014	29038691	1
29372014	29163862	1
29372014	29351709	1
29372014	29568727	1
29372014	29754591	1
29372014	28850425	0
26787849	18070067	2
26787849	18179839	2
26787849	18487401	2
26787849	18599838	2
26787849	19060137	2
26787849	19682264	2
26787849	20041030	2
26787849	20453093	2
26787849	20735777	2
26787849	21555402	2
26787849	21858064	2
26787849	22343293	2
26787849	22371376	2
26787849	23056212	2
26787849	23143799	2
26787849	23924741	2
26787849	24187091	2
26787849	24497189	2
26787849	24571640	2
26787849	24612375	2
26787849	24938225	2
26787849	24989777	2
26787849	25034696	2
26787849	25047957	2
26787849	25271054	2
26787849	25780925	2
26787849	25845844	2
26787849	26297258	2
26787849	26378716	2
26787849	26483521	2
26787849	26620262	2
26787849	26954590	2
26787849	27119725	2
26787849	27357680	2
26787849	28064429	2
26787849	28533471	2
26787849	28584154	2
26787849	29066549	2
26787849	29184024	2
26787849	29352081	2
26787849	29617986	2
26787849	29738307	2
26787849	29760208	2
26787849	18485075	1
26787849	19246740	1
26787849	20304990	1
26787849	22194456	1
26787849	22844393	1
26787849	23028334	1
26787849	24157832	1
26787849	24324811	1
26787849	25155599	1
26787849	26290475	1
26787849	26785289	1
26787849	27986792	1
26787849	28223461	1
26787849	29435492	1
26787849	29670306	1
26787849	23457227	0
26787849	25873381	0
29303981	25629704	2
29303981	27775658	2
29303981	28538654	2
29303981	29538334	2
29303981	21177469	1
29303981	22991522	1
29303981	24706955	1
29303981	25172929	1
29303981	25667426	1
29303981	26009752	1
29303981	27328829	1
29303981	27777762	1
29303981	18281565	0
29303981	18836897	0
29303981	18836908	0
29303981	19146656	0
29303981	19151338	0
29303981	19276411	0
29303981	20390567	0
29303981	20875073	0
29303981	21406354	0
29303981	22440030	0
29303981	23243230	0
29303981	23281747	0
29303981	23367668	0
29303981	23472008	0
29303981	23472011	0
29303981	23542656	0
29303981	23687137	0
29303981	24603500	0
29303981	25306464	0
29303981	25990512	0
29303981	25990629	0
29303981	26188031	0
29303981	26354762	0
29303981	26479370	0
29303981	26479391	0
29303981	26480046	0
29303981	26554301	0
29303981	26628344	0
29303981	26954171	0
29303981	26955634	0
29303981	26976901	0
29303981	26994206	0
29303981	26994207	0
29303981	27436770	0
29303981	27444438	0
29303981	27566727	0
29303981	27821220	0
29303981	27921400	0
29303981	28008129	0
29303981	28431049	0
29303981	28756797	0
29303981	28780926	0
29303981	29050408	0
29303981	29050409	0
29303981	29462486	0
29303981	29541640	0
29303981	29701510	0
29303981	29804554	0
29329231	20047952	2
29329231	25505010	2
29329231	26119160	2
29329231	27927847	2
29329231	28070774	2
29329231	28456952	2
29329231	29346308	2
29329231	18664476	1
29329231	20528677	1
29329231	21571306	1
29329231	21883047	1
29329231	22136333	1
29329231	22153273	1
29329231	23267763	1
29329231	23638920	1
29329231	23724028	1
29329231	23799114	1
29329231	23862119	1
29329231	23879725	1
29329231	24142588	1
29329231	24338653	1
29329231	24475172	1
29329231	24866751	1
29329231	25403742	1
29329231	25639061	1
29329231	25919905	1
29329231	26140375	1
29329231	26521085	1
29329231	26589294	1
29329231	26781342	1
29329231	26886818	1
29329231	27159223	1
29329231	27160711	1
29329231	27312837	1
29329231	27693690	1
29329231	27846786	1
29329231	28396578	1
29329231	28462436	1
29329231	28752541	1
29329231	28854493	1
29329231	28863041	1
29329231	17989070	0
29329231	21172306	0
29329231	21664672	0
29329231	22841923	0
29329231	23301992	0
29329231	23315062	0
29329231	23509810	0
29329231	24063163	0
29329231	24365767	0
29329231	24929113	0
29329231	25072252	0
29329231	25291435	0
29329231	25593971	0
29329231	25909036	0
29329231	26905643	0
29329231	26963774	0
29329231	28271637	0
29329231	29185592	0
29329231	29452353	0
29342945	18479022	2
29342945	20545152	2
29342945	22715789	2
29342945	24759508	2
29342945	27794337	2
29342945	29080011	2
29342945	17805918	1
29342945	19626887	1
29342945	20496699	1
29342945	20707160	1
29342945	20707162	1
29342945	20939322	1
29342945	23016354	1
29342945	23697141	1
29342945	24161379	1
29342945	24555393	1
29342945	24921568	1
29342945	24922219	1
29342945	25937680	1
29342945	26601392	1
29342945	26725867	1
29342945	26978931	1
29342945	27130467	1
29342945	27137031	1
29342945	27531144	1
29342945	28222865	1
29342945	28505135	1
29342945	28574469	1
29342945	28767059	1
29342945	29041218	1
29342945	29439504	1
29342945	19186796	0
29342945	19351614	0
29342945	20302113	0
29342945	20392464	0
29342945	21399677	0
29342945	21428078	0
29342945	21428086	0
29342945	22855357	0
29342945	23240436	0
29342945	23342066	0
29342945	23618498	0
29342945	24015900	0
29342945	24287529	0
29342945	25153473	0
29342945	25574437	0
29342945	25618096	0
29342945	25648710	0
29342945	25881444	0
29342945	26002093	0
29342945	26906005	0
29342945	27011185	0
29342945	27017466	0
29342945	27216440	0
29342945	27357917	0
29342945	28100401	0
29342945	29376321	0
29342945	29621173	0
29342945	29680529	0
29342945	29725142	0
29409497	18535870	2
29409497	20977015	2
29409497	20980699	2
29409497	24019272	2
29409497	24118428	2
29409497	25012409	2
29409497	25536391	2
29409497	26112354	2
29409497	26571279	2
29409497	27092397	2
29409497	27479760	2
29409497	27672377	2
29409497	28439245	2
29409497	18646574	1
29409497	20442981	1
29409497	21586480	1
29409497	21909342	1
29409497	23480438	1
29409497	23524871	1
29409497	24328923	1
29409497	25103116	1
29409497	26096259	1
29409497	26362465	1
29409497	28984499	1
29409497	29487552	1
29409497	18330745	0
29409497	18701254	0
29409497	21338533	0
29409497	21502775	0
29409497	21688158	0
29409497	21824413	0
29409497	21923672	0
29409497	21970206	0
29409497	22374631	0
29409497	22487712	0
29409497	22578715	0
29409497	22582348	0
29409497	22635018	0
29409497	23286647	0
29409497	23594367	0
29409497	23596271	0
29409497	24811217	0
29409497	24856556	0
29409497	25014300	0
29409497	25088516	0
29409497	25758156	0
29409497	25840951	0
29409497	25842194	0
29409497	26239635	0
29409497	26774001	0
29409497	26788435	0
29409497	26803548	0
29409497	26899819	0
29409497	27596340	0
29409497	27869250	0
29409497	28382831	0
29409497	28506319	0
29409497	28647819	0
29409497	29173189	0
29409497	29630412	0
27716862	18293566	1
27716862	19240293	1
27716862	19419824	1
27716862	19785632	1
27716862	20675243	1
27716862	21392826	1
27716862	23725788	1
27716862	24092866	1
27716862	25468620	1
27716862	27819747	1
27716862	18276043	0
27716862	19394470	0
27716862	19398250	0
27716862	19887862	0
27716862	19933725	0
27716862	19969615	0
27716862	20082662	0
27716862	20232014	0
27716862	20805181	0
27716862	21196692	0
27716862	21251057	0
27716862	21732976	0
27716862	21926660	0
27716862	22000305	0
27716862	22092626	0
27716862	22207315	0
27716862	22763268	0
27716862	23060326	0
27716862	23290341	0
27716862	23314179	0
27716862	23650967	0
27716862	23902787	0
27716862	24069218	0
27716862	24232665	0
27716862	24354904	0
27716862	24811326	0
27716862	24828791	0
27716862	25157010	0
27716862	25160505	0
27716862	25303341	0
27716862	25365287	0
27716862	25516312	0
27716862	25669192	0
27716862	25902805	0
27716862	26125638	0
27716862	26951095	0
27716862	27050053	0
27716862	27105558	0
27716862	27221376	0
27716862	27331352	0
27716862	27488830	0
27716862	27848941	0
27716862	28067942	0
27716862	28107817	0
27716862	28244047	0
27716862	28374809	0
27716862	28606568	0
27716862	29276219	0
27716862	29596719	0
27716862	29776694	0
29293394	18550686	2
29293394	18826429	2
29293394	19005085	2
29293394	19522816	2
29293394	21660471	2
29293394	22413742	2
29293394	23341359	2
29293394	23857348	2
29293394	23865685	2
29293394	24118304	2
29293394	24325195	2
29293394	24668874	2
29293394	24692647	2
29293394	24728832	2
29293394	25311199	2
29293394	26660093	2
29293394	27039280	2
29293394	28439024	2
29293394	28848571	2
29293394	29410672	2
29293394	29491872	2
29293394	18069943	1
29293394	18083797	1
29293394	18713465	1
29293394	18757448	1
29293394	18835170	1
29293394	19143988	1
29293394	19183296	1
29293394	20053183	1
29293394	20088907	1
29293394	20727216	1
29293394	21285327	1
29293394	21889053	1
29293394	22040275	1
29293394	22211473	1
29293394	22307782	1
29293394	23789057	1
29293394	24850836	1
29293394	26713714	1
29293394	26872836	1
29293394	27474509	1
29293394	27582757	1
29293394	28088849	1
29293394	28150888	1
29293394	28504266	1
29293394	28642761	1
29293394	28815457	1
29293394	29346835	1
29293394	19076718	0
29293394	20003133	0
29293394	22972705	0
29293394	23794026	0
29293394	24192764	0
29293394	24310121	0
29293394	25378694	0
29293394	25449724	0
29293394	25732589	0
29293394	28400510	0
29293394	28718794	0
29293394	28739644	0
29509720	22399940	2
29509720	22874883	2
29509720	24233074	2
29509720	24555393	2
29509720	24759508	2
29509720	25455367	2
29509720	25474376	2
29509720	26068879	2
29509720	27447635	2
29509720	27754385	2
29509720	27873890	2
29509720	27879787	2
29509720	28117689	2
29509720	29301212	2
29509720	29312449	2
29509720	29316716	2
29509720	29320453	2
29509720	18996546	1
29509720	19775709	1
29509720	20051343	1
29509720	20880556	1
29509720	21053719	1
29509720	21067783	1
29509720	21380923	1
29509720	21996619	1
29509720	22024544	1
29509720	23618498	1
29509720	23790462	1
29509720	24239308	1
29509720	25015016	1
29509720	25063509	1
29509720	25455375	1
29509720	25813716	1
29509720	26094627	1
29509720	26988390	1
29509720	27357917	1
29509720	27389454	1
29509720	27531143	1
29509720	27563902	1
29509720	27774370	1
29509720	27879706	1
29509720	28442198	1
29509720	28534809	1
29509720	28767059	1
29509720	29036892	1
29509720	29439504	1
29509720	29470391	1
29509720	18774643	0
29509720	24021971	0
29509720	24385880	0
29509720	24498094	0
29509720	26490412	0
29509720	26593921	0
29509720	27979617	0
29509720	28028707	0
29509720	28279880	0
29509720	28613323	0
29509720	28695250	0
29509720	28695260	0
29509720	29614058	0
27164102	18592227	2
27164102	19271888	2
27164102	22207640	2
27164102	24146935	2
27164102	24469960	2
27164102	26441410	2
27164102	26829804	2
27164102	27886080	2
27164102	29495409	2
27164102	29587392	2
27164102	29751533	2
27164102	18394525	1
27164102	19066937	1
27164102	19457753	1
27164102	22163729	1
27164102	22193274	1
27164102	23235454	1
27164102	23501700	1
27164102	24110645	1
27164102	24394598	1
27164102	24451466	1
27164102	24514881	1
27164102	24949646	1
27164102	25324766	1
27164102	26462243	1
27164102	27008211	1
27164102	27023545	1
27164102	27483264	1
27164102	28114037	1
27164102	28216555	1
27164102	28278465	1
27164102	28613255	1
27164102	28880185	1
27164102	29027920	1
27164102	29186053	1
27164102	29360799	1
27164102	29500760	1
27164102	17624439	0
27164102	18566490	0
27164102	18759994	0
27164102	19279149	0
27164102	20033506	0
27164102	21555172	0
27164102	22587336	0
27164102	23207412	0
27164102	24300664	0
27164102	24567348	0
27164102	24634664	0
27164102	25977804	0
27164102	25999834	0
27164102	26963596	0
27164102	27046840	0
27164102	27070607	0
27164102	27187413	0
27164102	27433499	0
27164102	28228582	0
27164102	28269025	0
27164102	28900393	0
27164102	28983750	0
27164102	29718803	0
29046519	22311909	2
29046519	23324996	2
29046519	24805951	2
29046519	19523699	1
29046519	20592755	1
29046519	20922532	1
29046519	21131476	1
29046519	21354995	1
29046519	22351634	1
29046519	23688016	1
29046519	23709594	1
29046519	25262754	1
29046519	27515419	1
29046519	27696904	1
29046519	28138709	1
29046519	28178628	1
29046519	28362832	1
29046519	29170451	1
29046519	29248193	1
29046519	29394331	1
29046519	17481639	0
29046519	18338623	0
29046519	18425706	0
29046519	18523137	0
29046519	18687705	0
29046519	19029480	0
29046519	19043252	0
29046519	19057515	0
29046519	19264420	0
29046519	19387578	0
29046519	19687579	0
29046519	20144066	0
29046519	21270815	0
29046519	21807884	0
29046519	22363752	0
29046519	22429340	0
29046519	22571446	0
29046519	22592665	0
29046519	22627060	0
29046519	22720058	0
29046519	22745561	0
29046519	23011292	0
29046519	23121769	0
29046519	23775171	0
29046519	24060523	0
29046519	24829499	0
29046519	25209105	0
29046519	25680887	0
29046519	25900022	0
29046519	26077587	0
29046519	26438881	0
29046519	26652990	0
29046519	26825736	0
29046519	27146402	0
29046519	27444336	0
29046519	27530946	0
29046519	27882355	0
29046519	27904672	0
29046519	28879040	0
29046519	29628463	0
21397062	18818955	2
21397062	20147368	2
21397062	20625291	2
21397062	21191290	2
21397062	21983221	2
21397062	22399287	2
21397062	23027747	2
21397062	23201160	2
21397062	24339795	2
21397062	24699222	2
21397062	24706765	2
21397062	24966690	2
21397062	25184538	2
21397062	25540137	2
21397062	25589264	2
21397062	26446763	2
21397062	27068403	2
21397062	27219040	2
21397062	27234911	2
21397062	27899452	2
21397062	27906866	2
21397062	28033128	2
21397062	29686978	2
21397062	29793662	2
21397062	18385471	1
21397062	18448590	1
21397062	18949482	1
21397062	19307729	1
21397062	19348045	1
21397062	19389850	1
21397062	19780717	1
21397062	19812536	1
21397062	19903818	1
21397062	20081299	1
21397062	20511716	1
21397062	20616717	1
21397062	21130072	1
21397062	21791920	1
21397062	21848011	1
21397062	23301036	1
21397062	23636770	1
21397062	23661805	1
21397062	23689795	1
21397062	23942199	1
21397062	24100128	1
21397062	24204001	1
21397062	24965791	1
21397062	29791908	1
21397062	18667602	0
21397062	19289823	0
21397062	20924400	0
21397062	21170879	0
21397062	21468194	0
21397062	22338089	0
21397062	24715567	0
21397062	24797667	0
21397062	27129733	0
21397062	29072386	0
21397062	29102372	0
21397062	29393102	0
28459442	20307505	2
28459442	20348919	2
28459442	20420859	2
28459442	20797542	2
28459442	20946057	2
28459442	21483767	2
28459442	21590588	2
28459442	21896760	2
28459442	21972426	2
28459442	22271790	2
28459442	23314009	2
28459442	23479657	2
28459442	25080591	2
28459442	25238541	2
28459442	26305476	2
28459442	26354924	2
28459442	28477977	2
28459442	28805441	2
28459442	29735557	2
28459442	18368045	1
28459442	18466754	1
28459442	20032238	1
28459442	21289169	1
28459442	21642352	1
28459442	21994378	1
28459442	22000080	1
28459442	22694213	1
28459442	22814146	1
28459442	22868880	1
28459442	22952277	1
28459442	23283347	1
28459442	23415909	1
28459442	23720575	1
28459442	24453318	1
28459442	24474790	1
28459442	24872557	1
28459442	25573670	1
28459442	25582407	1
28459442	26179826	1
28459442	26854902	1
28459442	26961942	1
28459442	27001826	1
28459442	27378417	1
28459442	28100748	1
28459442	28159906	1
28459442	28182906	1
28459442	28531645	1
28459442	28604018	1
28459442	28694335	1
28459442	29375412	1
28459442	29618082	1
28459442	19144741	0
28459442	24297329	0
28459442	24523519	0
28459442	24755309	0
28459442	25641636	0
28459442	26004018	0
28459442	26156687	0
28459442	27208593	0
28459442	28131889	0
29182268	18697918	2
29182268	19858195	2
29182268	20062796	2
29182268	22733825	2
29182268	23754284	2
29182268	25639343	2
29182268	25740940	2
29182268	26002521	2
29182268	26538210	2
29182268	27743366	2
29182268	27751954	2
29182268	18327885	1
29182268	18642129	1
29182268	19000897	1
29182268	19277537	1
29182268	19277556	1
29182268	19373860	1
29182268	19419147	1
29182268	19800908	1
29182268	19874002	1
29182268	19954190	1
29182268	20109437	1
29182268	20129637	1
29182268	20131323	1
29182268	20139591	1
29182268	20385555	1
29182268	20405899	1
29182268	21169363	1
29182268	21493714	1
29182268	21630384	1
29182268	22377913	1
29182268	22407488	1
29182268	22535467	1
29182268	22678433	1
29182268	22944671	1
29182268	22944676	1
29182268	22978794	1
29182268	23320427	1
29182268	23688399	1
29182268	23994444	1
29182268	24033743	1
29182268	24056010	1
29182268	24912132	1
29182268	25205566	1
29182268	25907331	1
29182268	25978524	1
29182268	26334954	1
29182268	26335373	1
29182268	26482441	1
29182268	26501333	1
29182268	26598642	1
29182268	26899268	1
29182268	27107931	1
29182268	27139907	1
29182268	28295836	1
29182268	29042829	1
29182268	29325093	1
29182268	29512066	1
29182268	18760316	0
29182268	27869126	0
29515993	19239395	2
29515993	19343583	2
29515993	19716836	2
29515993	19937847	2
29515993	21145574	2
29515993	22437815	2
29515993	22876798	2
29515993	22947043	2
29515993	22950377	2
29515993	23675935	2
29515993	23797035	2
29515993	24463095	2
29515993	24735213	2
29515993	24838562	2
29515993	25262800	2
29515993	25532772	2
29515993	26037068	2
29515993	26328949	2
29515993	26839598	2
29515993	27066112	2
29515993	27491923	2
29515993	28215144	2
29515993	28414904	2
29515993	28522849	2
29515993	28595388	2
29515993	29037046	2
29515993	29249969	2
29515993	29309657	2
29515993	29536448	2
29515993	29688231	2
29515993	18690988	1
29515993	19075775	1
29515993	19519328	1
29515993	20219512	1
29515993	20387860	1
29515993	21702456	1
29515993	21864218	1
29515993	21926445	1
29515993	22432718	1
29515993	22718037	1
29515993	22830342	1
29515993	24272434	1
29515993	24644270	1
29515993	24805060	1
29515993	25292426	1
29515993	25796619	1
29515993	25869318	1
29515993	26283676	1
29515993	26814169	1
29515993	27490968	1
29515993	28316649	1
29515993	29277258	1
29515993	29594765	1
29515993	29750902	1
29515993	18328408	0
29515993	22274898	0
29515993	22987348	0
29515993	25336416	0
29515993	27110292	0
29515993	28732052	0
29066472	18327265	2
29066472	18405358	2
29066472	19279324	2
29066472	19293138	2
29066472	19307605	2
29066472	19690466	2
29066472	20126626	2
29066472	20160480	2
29066472	20382826	2
29066472	20404479	2
29066472	20472684	2
29066472	20842320	2
29066472	20876560	2
29066472	20876565	2
29066472	21853143	2
29066472	22133226	2
29066472	22367874	2
29066472	22435069	2
